bee_id,mean_rad,std_rad,angle_to_dancer_rad,final_vector_rad,num_frames_following
LF1,-1.8495070347285436,0.13878996354355755,1.9066107526387226,-1.806058035790004,328
LF3,-0.8458704960172465,0.16615402792706918,0.8390205408898872,-0.8019886052058804,321
RF2,0.44049298994512753,0.665070237295655,-2.6480757715174366,-0.01897343254648165,108
RF5,1.489171922174422,0.25172726661839523,-1.724443825272797,1.5174659159222477,280
RF5_1,-0.7985116141860287,0.12049125084470332,2.1006541554774003,-0.7878775805638287,294
RF5_2,1.2873767258774578,0.21321724635806508,-2.3521320381198256,1.0803230718131787,270
RF8,0.5881950751733327,0.6475854417086857,-2.473138270662412,0.2850740925308505,267
n10,-1.3357354520490727,0.12419173459712678,2.1342562479972607,-1.3641647708825269,117
n11,-1.4452178850416442,0.3650088332171523,1.5613002053338807,-1.6719628043727441,166
n11_1,-0.08471522045391922,0.21591980746553452,-1.1182005551223932,-0.13160528214116263,28
n12,-0.8178956108649276,0.4035772451327282,2.9672252861740605,-0.8149898475050856,39
n14,-0.7795721627293362,0.1663579341127794,1.0265097569476236,-0.9530399282609296,32
n18,-1.2766966041300083,0.3955473341814814,0.8292662106582016,-0.8933631233851889,24
n18_1,1.8891588602650806,0.7799057033024568,-0.8328369421355624,1.5530576189809535,28
n19,0.9615673465169277,0.5283589310334456,-0.7613474115394232,1.2802546489462125,59
n20,1.0871247180595374,0.4198619647348628,-0.8426995301102234,1.1264034424603866,40
n21,-0.6518473733834833,0.13898039545581772,-3.011057003686067,-0.7941210936713115,282
n22,0.6390267683009676,0.38961575495935125,-1.4654324446488263,0.9453899059044196,94
n23,-1.8120116063811231,0.30577915952534135,1.5464773060352952,-1.436302240471195,306
n24,-1.5174950096267443,0.6465937538376817,2.4032079106860884,-1.3395664544715924,262
n25,-0.12311061198561113,0.21396489962110424,2.8224605122885373,-0.5390339782071671,232
n26,0.3796108093970765,0.2688542799006931,-2.931462111447513,-0.05645933253111968,148
n27,1.3749998059436983,0.14228984847965756,-2.2545705949038988,1.1103519567050169,166
n27_1,-0.322512682048985,0.13909567829006844,2.036999447586994,-0.20163159000887376,296
n27_2,-0.8093468854674324,0.16809733080073044,1.93948139530265,-0.6566438823438021,175
n28,-0.6464766416068075,0.0638206786675226,2.687753590844239,-0.5437833349136798,349
n29,0.21254689241205638,0.13055825436900545,-2.7762569230088263,0.18755603763402848,294
n30,-1.316505850365325,0.41245665088511113,0.5428924276221401,-1.1356918781735161,45
n31,-1.565144066800403,0.16324700920629034,0.7287294768325756,-1.3169014706146283,289
n31_1,-2.1049739524901208,0.42759591330369645,0.9421133938545001,-1.490496213821344,447
n32,-0.6213104277907129,0.2353377004131855,2.1046835117351064,-0.4648317345373769,223
n33,-0.08772578078563109,0.30626788602817995,-2.873870207551401,-0.3083762197189732,83
n33_1,-0.7556568099143717,0.16600244526588367,2.250244248474199,-0.5383417749067685,283
n34,0.7648915088904182,0.14147848149657735,-2.5201563419950364,0.8053797387685409,51
n35,1.1981512371382816,0.12666909924333045,-1.8199063003316907,1.0754924899106957,115
n36,-0.391251453568052,0.34703801743818735,1.9752550096874089,-0.1229549528217122,80
n37,-1.6201544810170856,0.16415737382262482,3.1133306622567547,-1.3955496520514024,164
n38,1.4157015508648545,0.5205138043110291,-1.951264001336747,-0.015394370399430146,222
n39,1.1576438125993294,0.2039975268383752,-1.724074505461276,0.8800421127178106,250
n40,-1.5143185574105051,0.1871245733040284,0.7197038743653583,-1.5614692484018775,327
n41,-0.8418844145533506,0.22886520373908717,1.0580763150734809,-0.8384470164072142,296
n42,-1.8443670728229768,0.16821648945839626,1.7337841229161173,-1.9690266636837306,138
n43,-0.6544578546080553,0.18029437533595324,2.685087539228692,-0.832722198376858,148
n44,0.009391973908238871,0.2268294929966454,3.038908601186556,0.05569806512665876,94
n45,1.3385018442047567,0.22469727861115285,-2.242554158248029,1.407485670122382,111
n46,0.4340589926606335,0.23401569285412518,-1.611065375302325,0.5909689172455899,284
n47,1.4009094055667806,0.1436661334457341,-0.6473467747877688,1.5518286050079988,93
n48,0.4210014747519506,0.35464337918256583,-2.214166366873606,-0.2058765473515054,173
n49,-0.1480975814981118,0.17335028412699724,-1.3320552031769777,0.10684382359782996,76
n49_1,1.4645978914787818,0.3907211521744111,-1.559664054044213,0.9067050012970044,345
n5,0.3861868455294917,0.1404526331804859,-2.816577995467429,0.39419666081113547,182
n50,-0.8414923936540033,0.16572493733489516,0.030499628099416753,-1.0334987056942369,45
n5_1,0.4775411590620857,0.36002362295131873,-2.2795930139549903,0.5242926934409652,232
n6,0.8537538178255755,0.16239373614087757,-1.3698620507609767,0.6296674227488743,186
n7,-1.4273942895789395,0.4463966424340366,1.7868059524327897,-0.9336973370131867,399
n8,-0.0245706467096376,0.2031110906782723,-3.0739844057376886,-0.20760968019445292,349
n8_1,-1.1743409086465257,0.1648267131121495,2.7662607519690923,-1.3926886482898055,98
n8_2,1.082261911956218,0.4428509626703369,-1.8832918683104478,0.7155527970371738,306
n9,-1.881454086939926,0.13158659581068882,2.6523288011089416,-1.9285938663022186,65
