bin_idx_of_angle_to_dancer_deg,midpt_mean_rad,midpt_std_rad,midpt_mean_deg,midpt_std_deg,s_s_mean_rad,s_s_std_rad,s_s_mean_deg,s_s_std_deg,l_antenna_mean_rad,l_antenna_std_rad,l_antenna_mean_deg,l_antenna_std_deg,r_antenna_mean_rad,r_antenna_std_rad,r_antenna_mean_deg,r_antenna_std_deg,l_antenna_min_rad,l_antenna_max_rad,l_antenna_min_deg,l_antenna_max_deg,r_antenna_min_rad,r_antenna_max_rad,r_antenna_min_deg,r_antenna_max_deg,l_antenna_median_rad,r_antenna_median_rad,l_antenna_median_deg,r_antenna_median_deg,bin_angle_to_dancer_deg,bin_angle_to_dancer_rad,remapped_bin_angle_to_dancer_deg,remapped_bin_angle_to_dancer_rad
27,0.3461080972942927,0.2237794310966485,19.83053323026624,12.82161694367657,1.4883757923285952,0.3085091635155715,85.2776512298684,17.676273010553647,1.0912309364889614,0.2249498584081281,62.52292713492587,12.888677488851195,-0.40040935172673864,0.3123383633951045,-22.941765931511444,17.89567000256289,0.5718936227111376,1.638376764045028,32.76709091179523,93.87207383208123,0.2650444418079869,-1.0157285236738967,15.185927898998397,-58.1969575375682,1.10586376469844,-0.4649496915982814,63.361326433668964,-26.639655014490756,30.003554929010107,0.5236608208141998,30.00355492901008,0.5236608208141994
28,0.31436011428946564,0.20310067107688676,18.011507796036582,11.63681126898036,1.4829818379609332,0.3386044670572809,84.96860040971521,19.400606886658714,1.0562996429440146,0.22308341972746265,60.521511441867844,12.7817384297291,-0.4290092129814407,0.3000643647814219,-24.5804172760656,17.192421684249453,0.17569342716940084,1.5883607930543309,10.066491864995777,91.00636978606552,0.1912595803266184,-0.9469180335160295,10.958366744158585,-54.25440686529593,1.0500318837646652,-0.47780068299686573,60.16239529388674,-27.37596258418856,37.50300474509737,0.6545509121930059,37.50300474509737,0.6545509121930059
29,0.33656222508903477,0.19058290918537318,19.28359504113372,10.919596343646933,1.3968728148350653,0.35571467357027775,80.03491680660858,20.380949506450687,1.034032726890846,0.22635546588589275,59.24571112924919,12.969212864979138,-0.3627437449733044,0.2917309304862171,-20.783685631740212,16.71495107028464,0.4050180568823071,1.6483019272923947,23.2058252859457,94.44074379713369,0.31814912939096845,-0.9845987754385349,18.228602369864028,-56.413354346377155,1.034248087510305,-0.3603189455260548,59.25805038381751,-20.644754857247158,45.002454561184635,0.7854410035718118,45.00245456118466,0.7854410035718123
30,0.32501425265518646,0.17312448619751433,18.621944958740794,9.919302389488445,1.3952558702133588,0.3575640566657721,79.94227270407842,20.486911352525354,1.0233207661985704,0.2211484710355507,58.631960991271754,12.670874036108184,-0.3744857293285544,0.27385529615292453,-21.45645177840468,15.690752666867827,0.5489161565550532,1.5961802482679899,31.45057907714691,91.45439156789975,0.33937996595626996,-0.9892500342797629,19.445039700587827,-56.679851847402425,1.0144390362983065,-0.36191604419457934,58.12307535321148,-20.736261870419575,52.5019043772719,0.9163310949506178,52.5019043772719,0.9163310949506178
31,0.34500175070920003,0.16548924319863087,19.767144240261718,9.481835190095612,1.380582989906583,0.36189163216806347,79.10157858919953,20.734863164330854,1.0348091739986316,0.2138436292895463,59.29019827154044,12.252337434051158,-0.34613537160961716,0.273086551583005,-19.83209593342344,15.646706847487836,0.5914000469744898,1.5898860737573974,33.88472669547689,91.09376193292398,0.4739162797126512,-0.9985352893949272,27.153402670076314,-57.2118577772036,1.0260297278406203,-0.34621902820100475,58.78717306022404,-19.8368891030384,60.00135419335916,1.0472211863294238,60.001354193359134,1.0472211863294232
32,0.27171731826552525,0.17714717238341438,15.568255557227552,10.149785330246097,1.4029834505453804,0.3495642649129709,80.38503044295156,20.02855704810628,0.9733016723883203,0.21240449759017413,55.76607802087549,12.169881261513643,-0.4313829912683058,0.2810696527706246,-24.716424753402766,16.104104852964316,0.43310991545576233,1.5278203829267996,24.815370220883086,87.53765979576691,0.34025710432340145,-0.9661977367014206,19.495296027073458,-55.35905248808376,0.9743565509487179,-0.43043943135802165,55.8265181102851,-24.662362752825743,67.50080400944643,1.1781112777082297,67.50080400944643,1.1781112777082297
33,0.20211223327625039,0.16937459289829568,11.580177954692703,9.704449329818829,1.4510948699317723,0.287064849596464,83.1416117201757,16.44760432843514,0.9276242053467971,0.21513058728016596,53.14895194054829,12.326074695324301,-0.5235912466878054,0.22913863243566093,-29.999568625204397,13.128676561962843,0.44759762294663985,1.597027637273635,25.645454714930434,91.502943381529,-0.03215474625824632,-0.9938633817774364,-1.84233125191159,-56.94417718844635,0.9352027097435082,-0.5398955624317423,53.58316825750117,-30.93373710518068,75.00025382553369,1.3090013690870357,75.00025382553372,1.3090013690870361
34,0.12401124228750104,0.11938134576014246,7.10532079524809,6.840047264648168,1.4722657830035848,0.2754915500748347,84.3546156876289,15.784503110805009,0.8599127447653245,0.1783740043330623,49.26937102456347,10.22007762313273,-0.6117644586851614,0.18627086723993802,-35.051521538765165,10.672534539090117,0.3814296540299381,1.3045442776439715,21.854309357050607,74.74488129694224,-0.09235834818490554,-1.2732741163697154,-5.291743553794835,-72.95323303123394,0.8690060961434068,-0.6243252898660153,49.790381680157054,-35.771204152604426,82.49970364162095,1.4398914604658417,82.49970364162095,1.4398914604658417
35,0.11985880334682175,0.12206904081318368,6.867403569261393,6.9940408478056195,1.4592702705622118,0.3159944815738628,83.61002767212847,18.105150143606796,0.8501648840264675,0.17543892463763675,48.71085974494569,10.051909944050301,-0.6098183058489397,0.2211634272847595,-34.94001519496225,12.671730966065194,0.3605602094865734,1.4647115403440076,20.658578263933485,83.92178946581744,0.0036683621216799466,-1.5554178532347722,0.2101816672979171,-89.11887836965136,0.8600888922192474,-0.6082777069499267,49.27946353024523,-34.8517453801263,89.99915345770825,1.5707815518446482,89.99915345770825,1.5707815518446482
36,0.09810783599239059,0.12874323488630954,5.621164939525653,7.376443999846959,1.4101503242477955,0.3195286002631626,80.79566205840324,18.307640228801983,0.8026367636933003,0.19855333310512097,45.987699041665294,11.3762679951786,-0.606592440959806,0.21100470178133204,-34.755186751535454,12.089678869486889,0.26479644610326947,1.3895544741233063,15.171718791780714,79.61560677078602,-0.053356471162322096,-1.085542771803656,-3.057100607312542,-62.19701930528252,0.8147258498909709,-0.6557788706917591,46.680352658961674,-37.573361584493156,97.49860327379548,1.7016716432234535,97.49860327379548,1.7016716432234535
