bin_idx_of_angle_to_dancer_deg,midpt_mean_rad,midpt_std_rad,midpt_mean_deg,midpt_std_deg,s_s_mean_rad,s_s_std_rad,s_s_mean_deg,s_s_std_deg,l_antenna_mean_rad,l_antenna_std_rad,l_antenna_mean_deg,l_antenna_std_deg,r_antenna_mean_rad,r_antenna_std_rad,r_antenna_mean_deg,r_antenna_std_deg,l_antenna_min_rad,l_antenna_max_rad,l_antenna_min_deg,l_antenna_max_deg,r_antenna_min_rad,r_antenna_max_rad,r_antenna_min_deg,r_antenna_max_deg,l_antenna_median_rad,r_antenna_median_rad,l_antenna_median_deg,r_antenna_median_deg,bin_angle_to_dancer_deg,bin_angle_to_dancer_rad,remapped_bin_angle_to_dancer_deg,remapped_bin_angle_to_dancer_rad
0,-0.011752151905003227,0.1290419079621339,-0.6733487043533153,7.393556706545887,1.4006808497797936,0.3042142087853173,80.25310113717984,17.43019023131033,0.6889082768471431,0.19552275845014883,39.47153673497139,11.202628857949382,-0.7117021087374327,0.20299081759488594,-40.77752710121568,11.630517128096896,0.05585268454683314,1.2020216405555137,3.200123099009092,68.8707668872222,-0.28334630855027354,-1.438968645258515,-16.234547620542266,-82.44683022497065,0.6995302108849591,-0.700102910302455,40.0801287256046,-40.11294198515671,-164.98214028925884,-2.8794815550347566,195.01785971074116,3.4037037521448297
1,-0.04380232290104935,0.13430299281295824,-2.50968823509936,7.694994664158335,1.4871379551213932,0.32689206795938247,85.20672838217146,18.7295358503763,0.698560659371187,0.21226988660832327,40.02457751584494,12.162168620377477,-0.7835527977105929,0.22384875310130126,-44.89426833448493,12.825588801970559,-1.484045109254927,1.274681180919933,-85.02952136733846,73.03385189146388,0.35793906076442816,-1.5819134814173312,20.508397504678452,-90.63696604005986,0.7163462312262909,-0.7965066833092722,41.04361571936905,-45.63647130758455,-149.9832406570843,-2.617701372277145,210.0167593429157,3.6654839349024417
2,-0.03062749798435549,0.1509168907820569,-1.7548263715490053,8.646900899048658,1.5389256176207544,0.3378189763142452,88.17394287423278,19.355601582236172,0.7382921520485395,0.23091366538824223,42.30102436001217,13.230378458642397,-0.7997513172769328,0.22141684266223652,-45.82237513999629,12.686250597658344,-0.01953748691588394,1.60531030304119,-1.119415542572217,91.97750517312738,-0.00886403376840269,-1.4840579881189124,-0.5078717243909168,-85.03025927188975,0.7347684678237293,-0.8102776819346296,42.09913212559372,-46.42549140849798,-134.98434102490978,-2.355921189519533,225.01565897509022,3.927264117660054
3,-0.042009660383433456,0.17796347155781703,-2.4069762387486726,10.196555827759381,1.481085167440665,0.3523626575231393,84.85992919377696,20.188893134089525,0.6988358845666047,0.26971755610225073,40.040346757958034,15.45367762524197,-0.7812762483659617,0.22920975533452706,-44.763831665184284,13.132751603894608,-0.22160298976287732,1.3085698838394277,-12.696916040893658,74.9755315419236,0.32026297110212876,-1.3377232710412166,18.349716578472226,-76.64589758709681,0.7122214251456829,-0.7938313076211777,40.80728173964031,-45.48318357204482,-119.98544139273523,-2.0941410067619204,240.01455860726477,4.189044300417666
4,-0.06927999395717155,0.1648203257171544,-3.969451258437777,9.443509041564491,1.5123831060447737,0.36293039879555133,86.65316898325196,20.794380107984946,0.6868875651890622,0.27077190902166715,39.35575848535047,15.514087597641828,-0.8242991127320769,0.21657675575479296,-47.22886021592647,12.408934045385301,-0.25403937068711246,1.4524045980850753,-14.555383770530984,83.21665361566941,0.09223825175526118,-1.4714223553030163,5.284862535241623,-84.3062908400619,0.7181330006636847,-0.825462663832726,41.14599006709468,-47.29552678324146,-104.9865417605607,-1.8323608240043086,255.0134582394393,4.450824483175278
5,-0.09227141051429166,0.14731544211547667,-5.286762392187961,8.440553090320593,1.5663341103468431,0.2930738656047197,89.74433383025269,16.791895584734743,0.6894169123393783,0.22145458626265188,39.50067940198702,12.688413146665772,-0.8744498189114083,0.2078504040288016,-50.10228401960281,11.908950920939294,-0.7554801205749088,1.6327034206674187,-43.28582241497682,93.54701520081572,0.9423787436424791,-1.420792423702831,53.99432471355501,-81.40540944233526,0.7007886449545747,-0.8782567278467772,40.15223168658904,-50.320403834590095,-89.98764212838617,-1.5705806412466965,270.01235787161386,4.71260466593289
6,-0.1416603577672495,0.14487935230883583,-8.116540624376686,8.300975425885232,1.5268486618799404,0.28302948389006016,87.48198428091784,16.216394904666373,0.6216842185715135,0.19983211132065193,35.61988191403631,11.449536589861795,-0.9054371710633928,0.20502899680403291,-51.87772851619716,11.74729619467233,0.0952768590116873,1.251590296168733,5.458961906632666,71.71084164999714,-0.20994304394554322,-1.5510620468732952,-12.028850356209198,-88.86930904876247,0.624713030387349,-0.9412755428246178,35.793420048023044,-53.93111596273618,-74.98874249621163,-1.3088004584890844,285.0112575037884,4.9743848486905025
7,-0.1602079507394487,0.22237032369812315,-9.179239421810207,12.74088103686041,1.4162108172889276,0.28258088166367473,81.1429027314285,16.190691890414314,0.5505988192518632,0.24539369064180452,31.546988548018216,14.060022792914365,-0.8700284639152236,0.2781617433992443,-49.84895903859235,15.937493918777685,-1.358836965452988,1.4248625821290195,-77.85562316682025,81.63861234210546,0.18191887041890395,-1.6704649792860595,10.423183488790515,-95.7105931374997,0.5367690437140413,-0.8986958602150323,30.75460077808776,-51.49147985620034,-59.9898428640371,-1.0470202757314724,300.0101571359629,5.236165031448114
8,-0.28831111933849707,0.23040428936649937,-16.519010324788493,13.201193362411367,1.470969838802592,0.2955694780492924,84.28036355442755,16.934883645109082,0.4488561221826326,0.2632972246218321,25.717561409673255,15.085819728339,-1.0258579711289957,0.2837270650400302,-58.77733212554491,16.25636336042754,-0.20212327161014987,1.0630914494968584,-11.580810404638,60.91065329261509,-0.07760941201198171,-1.7101802498381864,-4.446691758778467,-97.98611052235677,0.4885008110672595,-1.0324076929442807,27.989034762871587,-59.152603542545506,-44.99094323186256,-0.7852400929738602,315.00905676813744,5.497945214205727
9,-0.2512131629613714,0.19686872198216882,-14.393453995818755,11.279746887712648,1.4205688256570612,0.3376440345170377,81.39259821800526,19.34557815559575,0.46051776810488665,0.26627214827257034,26.38572450319436,15.256270297899954,-0.9629041537997121,0.25181096644700796,-55.17034408833941,14.427705612523939,-0.36056600047810766,1.2802433982304755,-20.65891006330759,73.35254346809258,-0.2762393667514764,-1.566526497918521,-15.827349850226078,-89.75535682614058,0.48200361519411344,-0.9343041279208035,27.6167728606705,-53.53168331151302,-29.99204359968803,-0.5234599102162483,330.00795640031197,5.759725396963338
